msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
mkc1jXCCK2ARMYc1+S8Aisv030HSr37Hy9fZ5YuBp8A=,41,30,149,119,1,20150205,20150305,0
kLWaMjKW6ZsgBZadcVlYJoLdj0C9kck2Pz8KfVMrvyA=,39,31,149,149,1,20150228,20150415,0
EA3O10EMGX+QGmnXyh+5rXQWwXaEBCx8lUJSOi98EL4=,41,30,149,149,1,20150331,20150430,0
NbTYrJTFQoJ8YSSVWnLHqpybyzkc1Nesgdgcn9eyWvY=,39,31,149,149,1,20150331,20150602,0
pJwVGTcFRMqw6z++MqKWTdxONTk8OmropIxVqPRe79c=,39,31,149,149,1,20150331,20150530,0
qNrmYD0Oz5btkeiJDAfpPVSR7EdpIQoIQ+ngF/BaHtY=,34,30,149,149,1,20160630,20160731,0
LxlmeR23A51xZv1kUwYhTwG3Qj8wSLlUTvo9H66ZQbs=,41,30,99,99,1,20160430,20160531,0
7eQd+0XKJb883iDRMXow6+lRqo+UEGvEdAvbh0VDK3M=,39,30,149,149,1,20151102,20151220,0
BjwwQu5ZF4+uquppZqejGQloQeB9PSr1jSGsXiBQO+c=,40,30,149,0,1,20151102,20151101,1
39AxsY5rzLJWDKOeBLb7KlgsOO1RdKQx4Cb2y7lyCNE=,36,30,180,180,1,20170211,20170314,0
yJXdtd5GvHaaE6NdH4cUf5kBC4EyrdBDxPtzkNGRR5o=,40,30,149,149,1,20170221,20170323,0
XZfk47efc9lMZueNUItLb7BMaGuCsp39tr67xqh3H+E=,41,30,149,149,1,20161224,20170124,0
8tbo3so//n6dg1Hawed5Ar7RKDAz3ndz0+9YvYXouFA=,41,30,129,129,1,20161202,20170102,0
G7eIR4xNENYIG9g08QgqTwZIP37f+xy4/Boccnls+S0=,38,30,149,149,0,20161203,20170106,0
w7H1OLWaFBNlMXmGRxE2GQhvfBlkFUP/bo5se0N+v9g=,41,30,99,99,1,20161007,20161107,0
NCj+3c59xIro2MiVRq88pnXPu2pC7GP6vkyTe/TWF+I=,41,30,99,99,1,20161003,20161103,0
fuOes0bDQeci0txOynJ+l3WtFLdN1iPbryAEuZw4qs4=,37,30,149,149,1,20160809,20160909,0
B2nFqY6ZEsxK7L7smkpNx3Lk1X/B2dXWDdZTi5hasrI=,30,30,100,100,1,20160928,20161027,0
R0NHWcXI7Pz85LoLvbGKLHVFPtGp79ST0Snj+N87z80=,41,30,129,129,1,20151226,20160127,0
uGWUrsRFJ2Z58rnmB+/v7xmLBqyml5n4Aib5sqBcbf4=,41,30,99,99,1,20160502,20160603,0
zE6WEU+QZIWK12wnQmWxu2eIzWcUeJEpSf0xu0YZgI4=,38,30,149,149,0,20151203,20160104,0
IZPEqewPAbyB9BBr+G/Dk8Q+I5eVZzupkhzXMpDRRuI=,37,30,149,149,1,20160708,20160807,0
s7uyHrLasc68kwSRW9y/0hw3w15uEEheG2LNh9H4ASw=,41,30,99,99,1,20150812,20150913,0
16Srdym9/fY4U0fh0oEGV5vMzEW1dwkSgQVIXZ6pXz4=,41,0,0,149,1,20150511,20150612,0
NRpheehVSTPvKmR6YHLoydalvOFf/ZfvRAFsx0hpnuM=,41,30,149,119,1,20150416,20150607,0
ZEOJmPjOkRmxZIfjJEyBsqQzkoQmxfkFmT1Sz4BCw6o=,41,30,99,99,1,20170216,20170316,0
exNRMjntd1KeWg7jO+Pfi6FrLu6/1SCqyAUKVc4BEvU=,41,30,149,149,1,20170223,20170323,0
MLXyDWQB2+TPoxy28a3PABqieR8O5Mqx57mkJ1hb5lg=,40,30,149,149,1,20161212,20170111,0
gDXVZDpOQutgNSDrSDbuVuTLIObsX1CkhVR/MgCOnrM=,36,30,180,180,1,20170226,20170325,0
/Sc+FZ54iN+zuMYkLECx3bzs2aiSJEnyM1YZ7hCVr10=,41,30,149,149,1,20161210,20170110,0
3S0DzH+fPCL1BVOxQlpB4x/7MpLHBqfYElP08ptoouk=,41,30,149,149,1,20170224,20170324,0
4Ei4zRWqG4YV9vdHneXJ946K7xf6hKxHF+YsIe2I60E=,41,30,99,99,1,20160803,20160903,0
9cxYd2kM/EF+RTgzYuyX7xMtX9KbxWEvSQ38wsZIk1E=,40,30,149,149,1,20160304,20160403,0
9KJTmR5PzjDnDA7g3ZMENGKN33Vte5t6BH8faA7rEYI=,41,30,129,129,1,20160510,20160611,0
Ynb5vtxSVm/NEAqRiC0CgxekBlXWGF/UYOkoPRV0Rtw=,41,30,149,0,1,20160114,20160213,0
ZtAv2qd32QxhwkeYsHSb/eZR4gm/tXMQ4AS4KOEGuAU=,41,30,99,99,1,20160521,20160621,0
QNWhiA27ZFA22F03WP9SkgJkwljMkhqqT0X4askoFuY=,37,30,149,149,1,20151019,20151118,0
asajyv3I4a9EnrMSJ50pAc+kLmF3iJw8CH5TTrcLP3Y=,36,30,180,180,1,20160427,20160526,0
o3Qub6Hiw46+z83U079VYiPCDfVlSjZH/1V78ZuA1No=,41,30,129,129,1,20150617,20150717,0
HKfvSvYyNAUZpc/cG8bJl25qww5JCEeH4TnqqqFOqqI=,38,30,149,149,0,20150130,20150301,0
76l48DfssLzG99BJb0l7wW2Oxsu5vpk7OXbqiSpsjpI=,41,30,149,149,1,20161104,20161204,0
8lx3evuEfI4HBHgdH9eoaS/zgjwDUF4vEac66iu4wIE=,41,30,99,99,1,20161104,20161204,0
XxpXxGm4uafwL8BaXLiVHqy3YC0ooLiXlAK057HXAY0=,41,30,99,99,1,20161021,20161121,0
l1bUV4MZSrSYCpJrhaLajeNdGErjkHwdwbaVVUMqX9A=,37,30,149,149,1,20161028,20161127,0
HWzWgRa63BhPaUM4+fsn2bQ3UMZLecZ8tqadECmz5m4=,40,30,149,149,1,20170116,20170226,0
4cu/jFbtTw/zmEFUdQh+kc7Wj4urbliC+L6ZDGJoG1o=,41,30,99,99,1,20170121,20170221,0
kRc/sjkTM54oQiFecZJuh+i1iCdZzTis3FuEaSP/Cyg=,41,30,149,149,1,20170214,20170315,0
/Bkeq/aEleTZm1vGK1mjFWbpZq3k1ewrg4vhoJzn780=,41,30,129,129,1,20160920,20161021,0
wTSjjGboH209o/Kcj4jaN3MS70vxPOjZNo44FMTYvkQ=,40,30,149,149,1,20160217,20160316,0
nXF5mgDVgFdrUjj/JXtsFLp1R4oqut3qNflT/xzBTKg=,37,30,149,149,1,20160724,20160826,0
d2AiUGUWRVbTdjjwbyaFdfxl/YuyU7BJMZG7SH0kbkg=,41,30,99,99,1,20160509,20160609,0
2K6WaV97YU1Ox46xrS/O8FeTZ3oMLRE7/vPfgIK5Am0=,40,30,149,149,1,20160317,20160421,0
rIm91uWqOy+u8o977krAPXTSE512djJnnV6aFOWEU+M=,41,30,149,149,1,20160308,20160408,0
LAGqytrfsErkL/ytQrwFpVcbFcYUYZeELxdDcMsARxM=,41,30,99,99,1,20160420,20160520,0
7erfGdF4fl+gq1a0W8skvmcdUkoEH9peGRuSKoTCzKY=,41,30,149,149,1,20160420,20160520,0
2LGlclfcnnM7AkvtFSjGrN4f/2M/m3ah0aQzyCU47/s=,38,30,149,149,0,20150825,20150924,0
fLrL+Rw6vYdezto9k50eyqnaATZQpLwQ8vjGafBL9uo=,38,30,149,149,0,20150817,20150916,0
xwOyzmt/WrfjiKOE453NKnfuiUnIr4/EFK6vE6cyX8c=,41,30,149,149,1,20150910,20151011,0
08aJgL0kOiQx5g/dFiHGdWwOc4R71bxRCf1i85GVwEE=,40,30,149,149,1,20150811,20150910,0
Q7F/OV3A/JL5QYmtCYXW/JyTGFiIMQ3JF1IDl/x98KU=,31,30,149,149,1,20170228,20170331,0
JFj7VW036VJnXcanepvnvCuJHUzUBHzd8Y/Ntb8lDFs=,31,30,149,149,1,20161031,20161130,0
qXrgNBw0aG/l9kN5onWk5Ny5ysK7a+yFEfPF79p8i5I=,34,30,149,149,1,20161031,20161130,0
s1lpv4Bm2cYtiw9RbsplobQYzdz+3u3MCtU4IzxucBE=,41,30,149,149,1,20161031,20161101,1
wxN8/DwT/LJElW02npP3/ZdKzpWjKR2Iu01IHnFSgjM=,39,30,149,149,1,20170131,20170303,0
oGjItFl0Ga+4hcjPSaDIQRSizm/ZH667mUdX2kxRXgc=,39,30,149,149,1,20160831,20161003,0
+3mujaxv2E7ORvIZvUAKJhbwed8j/YyQG1ODiP2QOMY=,39,30,149,149,1,20160831,20161013,0
O+yE1hiaZYpGi6XAP70UNNPXo4/Wv5Fq0TD7Y54rkGE=,39,30,149,149,1,20161130,20170115,0
PCK2aQrWuVKuwG0ihIB5Kf2m+mlFZJPV4YqKrbaCEj8=,41,30,149,149,1,20161231,20170203,0
SRG6d+jJq198PCnxHClBKtzq0jNXstGaFiCv7VHQoYA=,39,30,149,149,1,20161231,20170211,0
2GOILb85uwvnm/FOrY35yPWbpw5Jvm3SlajG4Cx9Ccs=,33,30,149,149,1,20160930,20161031,0
I088SwX0VmV4EjIyaryLC7GKDnBVvI3FQhPvNzl6t4g=,39,30,149,149,1,20160930,20161106,0
UOZK3s6DGixMJ9o9DPHg2yYO3JHwgV/KmpmyFX2EFSs=,41,30,99,99,1,20160731,20160831,0
KHLAJdJhBUnRlBOCDwxdXNKZ8O/cl+0uPKuqsBsdCWo=,34,30,149,149,1,20160131,20160229,0
s/e+0EoCrqsWvzAOmfQkdfsqPU7B+4UTh7SNfe426ww=,41,30,149,149,1,20150630,20160731,0
d7yKxbfcQj13zPYg023Py+2ESy45NSIIOnx3DVvSk3U=,39,30,149,149,1,20150630,20150805,0
7hUbWbCL1SSNdGVI7oxV3CyuqeREAvzGMYvYI6+uPug=,33,0,0,149,1,20150331,20150430,0
vRrR5SvWiiushgGb/GJWt2WfAkJh0nC6B0aOpcrM1z0=,37,30,149,149,1,20170204,20170303,0
RgeQ8YH75tpcOy3Yh0bkIyLAnMku4h3jjpYkPcRdRRA=,40,30,149,0,1,20170203,20170302,0
yvP0OZLD3HdL3eVvUwi7LakDBBghRfBI48MucSY0ZaA=,41,30,149,149,1,20151214,20160114,0
7qYyfpgQxCDq36KWkVxYZYCAxnbZz/bzo5VKLDWEk08=,37,30,149,149,1,20151123,20151222,0
De0MaQ7L/be9b7P2S3bOM/VV/fV7ZsuHryhE3iC4wW8=,40,30,149,149,1,20160405,20160504,0
KQFrMKq7/LVoZFNDqYvCX8xJ8ubShtN3yeV3j3Qmrrk=,41,30,149,149,1,20160315,20160721,0
OmS4KaJoCWjhaL1MhGXz6/eg5Bm4UO///i8s9SfeH6o=,41,30,149,149,1,20151006,20151106,0
Rz//b3nUvgGSeT8hLerKHgvGckbVLfPziUYdkWQWKk8=,37,30,149,149,1,20151022,20151121,0
X4UVM8uA/+9ZGDD+uCiToO2FxmbaSviAMAp5kv3Ic70=,40,30,149,149,1,20160224,20160324,0
QznBgsphSPZ/NqreXSYHXo5CNrQnXrebQjK5dv9nx+8=,38,30,149,149,0,20151003,20151102,0
dz/+c/PJekR816ZBpathKmn3hNRmVV4p1Dyj5PYAEaQ=,40,30,149,149,1,20150709,20150808,0
/SS+iQohtHSSZfbXZ3TZBmqIr2ZCmwDBl3UJPCBtPMI=,37,30,149,149,1,20150727,20150827,0
Js2Kqbc4v/DjIooUoAA9/64OeEU+NFdOAPR7GxgGcpg=,41,30,149,149,1,20150420,20150520,0
qkcjOSRdrVi6pW/DUFc6hjFcIWQFiUIbeE7klepuugY=,40,31,149,149,1,20150421,20150520,0
LWWrOYL9QEmyVGLLwVa57lzq2TI4GMyThgxGX8Z+hEs=,41,30,129,129,1,20150219,20150320,0
/SfYwz9ngMzPYLh48nTmCSl+inUWZ1hTrW3oNZDbHes=,41,30,149,149,1,20170104,20170204,0
ZXFgwabo1+SjYhCDMdfecil/JV3ZYlBI+406rlkZn7g=,41,30,100,100,1,20161218,20170119,0
WKLHqePQAO359X2IKk8Bfehc27aEAxK7fYbJWIhta3U=,41,30,99,99,1,20161218,20170118,0
6tfOpzasIUIWw0VkPp98+pfIGTNTs83KA8yb6fIOmfE=,37,30,149,149,1,20161219,20170118,0
pjXDm2sWAIkVQ0e93F1VRBba9Cxx1O5aJhh5j+slYyc=,41,30,99,99,1,20161214,20170113,0
+EyojIrrFPGeYF+WMNR/nATAd0sKlGPNdexoJR8zDaU=,24,30,149,149,1,20150611,20150630,1
fCfE7bjPD/qIffBskafe+CvGOPzw57hFWD7M4Tm/dn4=,41,30,129,129,1,20151105,20151205,0
+e08OGl33onaV5byr9rNhahIqrXNsk7QCHu/g8wCQIo=,41,30,99,99,1,20160521,20160621,0
TCkSyiTH+KSihorTZtFFKICdv08K2pTeZtj10JHcP4E=,41,30,149,149,1,20160524,20160625,0
aviHzBfLmPg3Bl34yFAIcHse2gHKqasXK93wfp1NY7Q=,37,30,149,149,1,20150802,20150902,0
0ek+soazqguXfur4hYt//tgvH3FOL3l8VNzUfOcKk5c=,41,30,149,119,1,20150616,20150716,0
GNntq/ZPdnruVOKqa6a14bGVXeXVwuFbzkMd978ciuk=,41,30,149,149,1,20150217,20150317,0
eapOvjRXTfbeUF/1vQhPYiNOEr62YoCx/lrQ7AFRwKI=,41,30,149,149,1,20150206,20150306,0
jeFbKWVyrmgjbbv6HVCYnFWp4mvBU34csOcLO3uN2Ec=,36,30,180,180,0,20161109,20161209,0
ysY1E9WasaD1AinjB4W4cYLDrvDitExDZjhRZaX+wKI=,41,30,99,99,1,20161019,20161119,0
PA+EJli48EQsrHDnKkOC0/MM2KlFWrCb7Rty1Vtxcpo=,37,30,149,149,1,20161020,20161119,0
36Ntuv/nQ4i75D0jIsijeHqKJvgMId9yIpGV8CNv+kw=,41,30,99,99,1,20161108,20161208,0
Zx7Sqmu0Eiq+CP4Zgx0Bkr9X8EoYJq5T0OEJBEGGspQ=,41,30,99,99,1,20161113,20161213,0
0qn2p0mPOEbsgyGP4THhss6q2n2n/NIwkswnZoAFHr4=,30,30,100,100,1,20161024,20161123,0
9VWuqeRs7Q7AwRVFDUApKAjbo9CvbsJoozwjOO7ZROo=,37,30,149,149,1,20170118,20170217,0
vrR5zPfM29rqALgXlgLAUJl96fM8pNznfb5sWKQ5GUU=,41,30,129,129,1,20170107,20170208,0
8jnhUwQDMfe+5eeYnczVFG7/EeyzGb8f8vM1c4+MHaM=,40,30,149,149,1,20161220,20170126,0
LAYKNXJVEheC+CuuG1oNxFXAw9zMW2nZxZ8BFDuUZDw=,37,30,149,149,1,20170102,20170201,0
QzGeQqm3FojCBGzwZZHIjqBV1lvx7iuKzFYwDppicMY=,41,30,99,99,1,20160310,20160410,0
3gKKJuJ9kPSQhGQXm9WO0B0yN4NaCfILVUAGg1ym2b4=,41,30,149,149,1,20161121,20161221,0
aHgZFdovGse7uPkTA2vwlIOn0PT0rwOoa7F/wsNlDn0=,41,30,99,99,1,20161118,20161218,0
lXXJQ0PSf7zg2B6NWWu6r/jP+ZRI84AulmVMHMStbZc=,41,30,99,99,1,20170205,20170305,0
RDccr45xo0H93zjYQT42Wr5kGihky33OO8o/18RiZlY=,40,30,149,149,1,20160127,20160226,0
D4su189aeTQwdG60HREhGz3gi4Yk654tINvBljslI5E=,40,0,0,149,1,20150502,20150601,0
to7O1nExc//efCogom9SwWIj3zeiCRC9Ju6B1r4F+kI=,41,30,149,149,1,20160122,20160223,0
Rw/5DlGKOu7bCVRQ+SXGcTvug72RwIKffkLjAA+smEQ=,38,30,149,149,0,20160412,20160512,0
m85SMFSxWZ7esYoYBYPczj1EhKdJHxidiEWH0ERX2/s=,36,30,150,150,0,20151023,20151122,0
ZQO9drW/wztPbT0CbOGFvEg3RQMiC6X5GPtmAhLIXdk=,41,30,149,149,1,20150615,20150716,0
E3E4L0jD9/s1qyBsZEAoMkBiMGMeU+NSR1xmOn+bIzE=,41,30,149,119,1,20150713,20150814,0
yYK4aLjh54st1smdMLPmR8UqkH+RJZGNj//iXioH/xk=,40,31,149,149,1,20150216,20150316,0
kGI77TqTSa/u/DHs8GkSWLpMlcVlSjdKEX9DPnn5RFU=,37,31,149,149,1,20150419,20150518,0
R5eZoZiISvxe6pDorPJ4/OJx0AH0hDQ5Xtcpw8der/I=,41,30,129,129,1,20150319,20150423,0
gIk0c36R2l3P+NswWTAoN9i6xNvSQJoJLu9yKF7OJvY=,40,31,149,149,1,20150320,20150419,0
cfxq4SNPk3WSfVagYOWRj+PqvYOEOGKkMSsOcT9bqN8=,36,30,180,180,1,20160429,20160531,0
uw/fvLybKtn6pjSukWqbWyrMirYfwVSF629uP873Iq8=,36,30,180,180,0,20160728,20160827,0
E+OQ8S4bgOG+hLQPwa9i8uBbamRNyxphLQFxzV27cSQ=,36,30,150,150,0,20160106,20160205,0
cTyHipzhGa6QjsZezoh4LEBz+B8EWqN0RDhJ2VHUhc4=,41,30,149,149,1,20151211,20160111,0
DuMuVnHfTIWPLf6CBe+yJOfSx0AEuFZniwW8RgfZn+c=,39,30,149,149,1,20150930,20151104,0
o8j31OSN7Q7U/GGfOGScJcVmUQ5k9exFmcdcgpcA57Y=,31,30,149,149,1,20151130,20151231,0
A1IJL2jd3Q0BEaCGU/FJfoonbZBe9pBlj7D6Vw0Rugg=,39,31,149,149,1,20150228,20150403,0
+ScV8jUlWkD47cZjJDO5w2OcFa+04IOyH5cGujZfr6E=,39,31,149,149,1,20150131,20150305,0
AomNIbfhEm4/xOmT6ZjL3QNm7sbXX/0WVnEHazB+3Io=,40,31,149,149,1,20150201,20150302,0
wwDjkBGiNsu52+JNodoSdv/BddydQQ8yT6b000usQIk=,34,30,149,149,1,20160331,20160430,0
i9GNoesk58rYphmT0AIKkBBd0lHoafBtvgdbp1NvJgs=,33,30,149,149,1,20160331,20160511,0
CNR12Ol9clJtA+4EBMn5L/wvYZoG6FvYiKnUC21i9Io=,34,30,149,149,1,20151231,20160131,0
FzMPw6xFlq5q6yzhfCoEFZ9vT8CzGs56sDTdP63NesA=,39,30,149,149,1,20151202,20160101,0
z8lHinAVJKqNl54/uHym7PJNqzOn5apxqm8vj+DjcWg=,41,30,149,149,1,20150531,20150701,0
D6VBd1qrQF4fkdcvq1lVS+LnZLaH1jEkNUSI15aOPfw=,39,30,149,149,1,20150531,20150712,0
RJgoBYHUZEXQE3ABrWY2C6xmNWz6xcf/JCAOFy3bqik=,40,30,149,149,1,20150928,20151027,0
9xCQ0SlbvpmMnGrjWdd0qH/wCR8tEYbYnvS+VAITgbw=,41,30,149,149,1,20170109,20170209,0
uUcAMIUeE2K/3BtlhQ3EWLXAoW4CDUz226VnOefDabw=,38,30,149,149,0,20170216,20170318,0
LlVYJeJAdAzgqawVtHCXgCjfyAfHpVDZiuGyQZqB6/8=,40,30,149,149,1,20170119,20170220,0
Qe3gtu5rx4RCVtplW+OtUL/zAcgUuJ5Ca/bFq4AoeZY=,40,31,149,149,1,20150307,20150406,0
6zEfUc9NOzvpVC1t+l783pHuQlkrXHZWO4XKHwWLAu0=,41,30,99,99,1,20160804,20160904,0
GfzE5dMK7GL5sYMaTMsCe2vO+mPZ5GihXNsE2EITm9c=,41,30,99,99,1,20160804,20160904,0
mpBXAHr1Y/MHQcOS2IBKZTX6ZFMeFFuqOxB7m4XfK6Y=,40,30,149,149,1,20160206,20160309,0
8Q2SVac5/WTVIS0wUySYciPZhYvnIqL02bmSC4i32lI=,40,30,149,149,1,20161004,20161110,0
OJrD/b23SWgtV6TpoQrcsuJP1RLtO/QZpT+8s23of9s=,41,30,99,99,1,20160919,20161019,0
7358z7IdkSHPT3LjQxBIhG4kx+2oz9U/kA9lEDzr+SA=,38,30,149,149,0,20150930,20151106,0
XYb5CmRhLEdLFrFkPvFfzCEAc2mgXdbsgD3Dt8d42Z0=,41,30,149,149,1,20160109,20160109,1
tjinx/Jt9Bi14KAgmJ9hKdNO5kURc1ny/UaJeN1uX34=,36,30,180,180,1,20160914,20161107,0
62JNE2esvsvkyakgUL0iBwtbwRLjomuU07DdcN/Qoaw=,41,30,149,149,1,20160623,20160724,0
e1yD6oTJ6JlKmNQ90gR4nSk7gsDm/InvpVUiwEEP/uQ=,41,30,129,129,1,20150911,20151011,0
RAKxvn2zYWbZvoAwenwI+KNa7CheMYVshdJ1/qYzCCg=,33,30,149,149,1,20150925,20151001,0
NKyO2x4ScDerNfcAr1WTLkWYtHwVttxWzDKd7aFaZLI=,40,31,149,149,1,20150121,20150223,0
dWeANVx95Xknlz1SlOM09Jo17ZwstM0GTKtBkzQBzcQ=,41,30,149,149,1,20150220,20150322,0
PaY1pPE8gx1D1HDhkqnWsuC0rdueMLsW55OITfNNQaM=,41,30,99,99,1,20161115,20161215,0
z+RkIcDqiCG94JB+5TW8NxTElledD65SCwqHfiVv7g4=,41,30,149,149,1,20170223,20170324,0
bJthytatXoSPh24JCGaNggbezZEhQYJKZ9tY8o58kwI=,34,30,149,149,1,20170131,20170228,0
IblQphor7nRt3tem04Skk76MMkkf4UQqt3MhZnSr164=,31,30,149,149,1,20160831,20161005,0
18igxG4s82HSGAqJnv5wLQWyAd1OloeV14KIYY91rOQ=,39,30,149,149,1,20160831,20161010,0
irmPVl+SUsu9O9F5H0D6jzDAiTkxhyIec862UKrtsp8=,39,30,149,149,1,20160831,20161014,0
HjFfBNt9a/hKFrbC0Vz0Szle53738L9XBKdQNAAhBqU=,39,30,149,149,1,20161130,20170120,0
7+aY43kL6ZJ06JO3JuMl4URg6s1srfiTiPoMHZEaHv8=,41,30,99,99,1,20161231,20170131,0
VbGz9P6yUUUb5gXTdvjhnMY37jXlGbD0HK8ILDaaOc0=,14,30,149,149,1,20160731,20160831,0
0GBH532g2BduxEXuy0QTJgUr/LqUqaEG+OsEtE4h9MY=,34,30,149,149,1,20160731,20160831,0
2Ze0096l7H9chWVLa5zpkTmJg8bzbp5CL0h5qDdW1Mo=,33,30,149,149,1,20160731,20160831,0
WiklDj/+WRg3q9EPWBu3EPJL6p0e0D3ZL/1KW9aYGoQ=,39,30,149,149,1,20160731,20160901,0
mOHj0xjpsUNxODCxzNa80cD2qX9yPXt323nq0FBrKY8=,34,0,0,149,1,20150831,20150930,0
FzHZdPmnp8sEm974J37EGpO0MtOPopxHr1XRFU0223g=,40,30,149,149,1,20150701,20150801,0
pEF9dAQ0AvIpobYFTaRrM2qzzRwhe0JjipWYvj++7B0=,33,0,0,149,1,20150630,20150731,0
7qpKp4KMTd5X844EiUt5+EkaHbjxQHnm1cUU9Zov7/Q=,31,0,0,149,1,20150630,20150731,0
lpwpdIYwjYkEjzgiNORw+WyUBsu/MWW3N6WY9AxjMl4=,41,30,149,149,1,20150731,20160130,0
EsJcT/x8QPP3MXlJd/J2MQp9KQkIMPi5ErlGRtGzrzc=,41,30,149,149,1,20150731,20150831,0
rGBQRVemSVpyhSizimPyZEtXbpzxTQXAbnWnOSoKKd8=,39,30,149,149,1,20150731,20150918,0
0qe+2rMgQFONdBXCb6m+zvo2P1hdkOWFA1tkRYSjhTs=,33,0,0,149,1,20150731,20150831,0
3Se3IvrxBJMAadKlEi3KcaqrT1UY8WGjVjvj3NIy100=,41,30,149,149,1,20170201,20170301,0
yNQQcZ+sizFvauXJVz0zhYFVaLrnbcen610AVV6x9o0=,41,30,99,99,1,20170211,20170312,0
FD7LEvt54P/HYTCTTNa0bG8IZwy403lywXpPy41qZMo=,41,30,99,99,1,20161005,20161105,0
GbcmjwKjZWUl2UVOt/r9aOIPWgNJlVqPglTgB3qUMjY=,41,30,149,149,1,20161225,20170126,0
c/rdKT5Njty5N0NBqeJG3b81CFz/JkGRgrVgelE6Kj8=,41,30,149,149,1,20160604,20160705,0
mk0wXBDSfgf8v4jbO6CkNGk1wDhVbgfEXxBSk2RWqCU=,40,30,149,149,1,20160605,20160704,0
rU2Acx9OdmNNOh7HoCD6THJ7bgGGbDXaACKN3mjPJb8=,40,30,149,149,1,20160305,20160404,0
SFJUKBFP4o8rYEN/ED/SI0NEuSW0iBETIlrAAelYjYc=,41,30,129,129,1,20151006,20151107,0
ta9IBfAkByB8dWp+OxLz9w70Vw7YKgWa2m32GwWiz7o=,41,30,129,129,1,20150923,20151023,0
qdo4sorNJn6G1RxxuH1oKq9vcgfgLSjt7dhEKSxo2FE=,41,30,149,149,1,20150921,20151021,0
Qgm/tfVZljUNauxNWHMA+hRXF3WoIWhLnl53zyalu4I=,41,30,149,149,1,20150316,20150416,0
L+SuOD29+s9oVbPkX6imwVQkn+vYa0TvrEC/yyYT//g=,37,31,149,149,1,20150316,20150416,0
jP+fvxuErKKBPbTAvHh0vUzSI0Evf8OLDT/ee/gc4ng=,38,30,149,149,0,20150122,20150221,0
eB3sKGY3S2CZqhcoavrRFq/bufEIOH3IBIEBnlIAMso=,38,30,149,149,0,20160417,20160519,0
SBALLonbrNoWu8OhIiXf/zAacJ/D4NPlWL8PaUYMMvk=,40,30,149,149,1,20160525,20160624,0
nMj10u5/QTEs+jCi2ZfIQlVIm6NOqM9oTI7FHhhf1+A=,41,30,149,149,1,20150801,20150901,0
eYXwWTJo2BBExLujVPkQbsLlYXX2HpRq0QJb5nG0yGE=,41,30,149,149,1,20150617,20150718,0
0ZyYvGQr04VytuXV4yCoCIOUSWbua7e3jhFeiClvXAo=,41,30,149,149,1,20150706,20150806,0
Hwtm5xwVxiWwwOOQTBgNCvYOTITNvuNTydOBLRiK3DI=,40,31,149,149,1,20150210,20150310,0
2iXCsgKA5lQEfNKElT279nPRoY5/mZb5ESv0DjevZY0=,41,30,149,119,1,20150311,20150411,0
Sg0gSN/Kucla4Xv0DTp8zaAW/Bt9HZSHchcBMLJ6gUk=,41,30,99,99,1,20161027,20161126,0
p6X0fk6n3uwsUb07gswoakxEjGKQ93066aoPu52wFs0=,41,30,149,149,1,20161113,20161213,0
/vZcXkR2sP0aY1nRVBQvEgnrZV+PqU/zotPJtSTildA=,40,30,149,149,1,20150605,20150704,0
QpOU9mqr0de28PHN081eWJPAChYZ25U81dvZQqVSzUE=,38,30,149,149,0,20160915,20161015,0
ZbWqZZq/5euw8LRHEdvO5gEGmMaa0GAVOKfGgvXnhHc=,41,30,99,99,1,20160214,20160314,0
85kNj1z0nVr0JXn8qfdebmJKb8ZGraiKsUQE+v10qZQ=,41,30,149,149,1,20150612,20150713,0
CxQ9Dfw6GXd0MwXUu77LmPji/QzHefYKTdPInKVtJV8=,38,120,477,477,0,20160917,20170115,0
eCls1HYTMAcmg+deBKX3oGj/zoOQAUWCa90rOAD0Qds=,36,30,180,180,0,20160527,20160627,0
7Z4uBVHomFJj+nwrfuEf6cM4aV6e75Oewyqrf+LlkRg=,40,30,149,149,1,20160103,20160202,0
N15U5wHAD2A7lZIKYNuK/L3KPEO4AD6M+OyCvm9tL5U=,40,30,149,149,1,20160226,20160325,0
Xkw+ijpoofOcoMq1w2cUnTsgiI1SM2oYF3rreBhsHyc=,38,30,149,149,0,20170214,20170316,0
fseGLc4hahEXizyPx8LID06apz2ybPIiqyV54nttkDI=,41,30,149,149,1,20150827,20150927,0
KUkoEUd15a4aOMnWBfl7gmnQgWupkQN7pjRCLQW0ahY=,41,30,129,129,1,20150827,20150928,0
fVJ/48vU8WbRNmiSHrm3Rts1jk/mkzdfLv2/JgK4aKM=,39,30,149,149,1,20150930,20151102,0
1LVUwRcMNMtnp+RnSPA9zkPeDZdrvRqZ+VFaGFEecgo=,37,30,149,149,1,20151001,20151031,0
edsSR2z4lS3yYJnxeqRSB7tcEBRc6g4643lhXtkWpzU=,33,30,149,149,1,20151130,20151231,0
8mpOYPgorbX6MBDipxaUR58/B4PzX/EpGzk+wpoY5Qw=,40,31,149,149,1,20150201,20150228,0
ATiSUwz1DbK4RVMCoTbdhkJ/RBQMHbRsqOjHMEtS0b4=,40,31,149,149,1,20150101,20150201,0
bPeF8ZJ4iPVM8gHenRU08ZWIavRyfpMykFLB+CFbjjY=,34,30,149,149,1,20160229,20160331,0
