msno,city,bd,gender,registered_via,registration_init_time
Pdj2f7Ul+1qwCRbYHkDad5i7/9c/91Rk771mqiQMrKc=,1,0,,7,20160823
Xr5jj6n6k6D1/11req7SjnBpr2t/jObNx34VMh6KnZM=,1,0,,7,20160828
E2NQs/fFu6/ynIM+/rkOzYP7i17sIrrA0uf33N8fEbw=,22,18,male,4,20160905
hdVWNwEh56OQpOq9F4S4DHmewAcD737CkDQ1X9Grie8=,1,0,,7,20160908
2K1UP9Rq1Rfdrx+jcWnDjM7kaczQjhZZyX2CUqmaOxg=,1,0,,7,20160916
GePx9Mf3JuvfL6UGfNXKevFfILQTslfNq9/WRwvTtfA=,13,27,male,3,20160921
mHaroKbn0sKl68+z81WXvgAE53udxT5BdLE9yRSExoA=,1,0,,7,20160923
ptAq0md6+k/bRvGbxO2DsPGS1PT2r3t5MU4eOvajgzs=,1,23,female,3,20150127
TdsUT3wNz/jX0xGdPqg/m5qFneqcyDT/auOezKZjevY=,4,22,female,3,20150129
sWe11EIppbbdtkjOTiHpwDP1JyVO1TMAXzrgZiIl0hA=,22,38,female,3,20150130
lqZOkWO0GaRhwlNnAJ1DOp5IbSejZVrFzralhf3pK5o=,18,24,,9,20150202
jK6dKOccHkUv3ln4RBvIT3Tv4rXS+IeiRgHK2LBuJM0=,13,0,,9,20150209
35rZbo1YSrjg9iU7ikCEcUQvNZbXMuDHFsXaC/566Ec=,22,41,male,9,20090817
wnBx0z+av3Ov8RN8ydunczuRkUitxw4pvR1NBAV766g=,13,27,male,9,20091009
0H5TBd17PBOiHp7blStlDYYTPw6HYoFkXefH4AKn8m8=,18,41,female,9,20091014
fyfKzaEv5Mpiu0sMOm3JfVs4j7zVchNRpgmE/L1mOrQ=,5,46,male,9,20091016
KwBaldekcJSbhhm5rzHTg/NCM4RHlqtqAYgUkg5lKVc=,13,39,male,9,20091023
/gj8Hrss9rJa+5vN3P24O5evDjkMOQ24uDtm5RpU1HA=,13,23,male,9,20091217
wmtlGZ+mjWngidbLvjlJgfuJiClH/oNPYeD4Plvxi04=,17,19,female,9,20100102
cq+Jj5SS3XWFQmxLigrpbPzDDkD05LkGITDw57wf6tc=,13,29,female,9,20100116
+Xw1pPJCcXU0OhpBrOwV1y/RUhVTRYo5UGnsasF0aTs=,8,24,male,9,20100130
8rllE2oDmCaEbXvQnR8Hf1dzwXSIlYqs+nrp3sKyOyY=,5,26,male,9,20100205
g9135HYFS1Aw2YZDt6cnRJkRBA06Ko/8i7wh03lIFtQ=,13,36,female,9,20100207
ovmZbr3dyrYC3HoStBp4NgLsfdDwA4paPSigUNiEkzQ=,14,23,female,9,20100220
KO5Kj80xA6hayg5E10kWz3GrqNfZedXx6GzHzqsvvRE=,13,28,male,9,20100227
4sSRDge8nFKTHNoktgcGNSlzEev793UsnK6NI74Se9c=,4,34,female,9,20100302
PaGE5O77FJNS0qM42wGfmFX8KNTdWwbcO9LYwDcSv34=,6,37,female,9,20100306
hyUovHdCy++plGVOa/Hosl0VDiBnCCOUTh5lkJ5CL0c=,6,32,male,7,20100308
LvPj7YgSEwn3gaGsp+6wXKStkqy7/uPph93OFveLu8c=,22,25,female,9,20100316
lwn1bniPZFuCUL2K4lqDr6L+NwdqhJHLueErcDbbA1Q=,13,26,female,9,20101217
dFdEBhv/qksbHF84BKtpHSqhl7cL7b9C1fzLBdk+zhE=,1,0,,7,20101219
t9tlXmmsAELGd5djy+YcoDF9YBcOnc5VtJf5kehDl1w=,1,0,,7,20101222
SlVLB/zpbazB35PXySlMEzHVZNC0KP1RnKsb0LGrviA=,1,0,,7,20140612
60bE2VgSmInSD1dcijYb+PtBOmc41a28+MiAAbELfxY=,1,0,,7,20140613
rTO/rWphXLA0bhL+k7xbc9axLEtn5kcz4likThpVyOQ=,4,24,male,7,20140615
fnoCIRC1IoEg6CZHAHD4LjjsIYc+NpjUPENEbYnwy/o=,1,0,,7,20140618
tYP7+D/e9Tdub1Ybiu6GXcxji3D8Uo/94UTkm1W2KKQ=,1,0,,7,20140618
c8NEIrdJeK2HA1EjaRrwP81/i/T0T0QeAWT2BGNvPe8=,6,30,female,7,20140624
XqJpgEv/uLErJlsSckIJ+Acgw07CnOdgRl8eHhfHSUM=,1,0,,7,20140624
L5HrT5q7vo2B0UpoykDEVjJNAdtO5onSHcXEsDOlduM=,1,0,female,7,20140624
+hfTIoln+kAbeH6udMowsaUtuzgY2R0WUWkUaFQXb8g=,14,24,female,9,20140626
4fQfRdw1UAVLKQzaWHu1k0CfV8C+ZNGS2GJ5+Aj8N7U=,3,34,female,7,20140708
NdshrIsVdYXTlsTq4fuPb49RvY79OcQJ3sqFggVI9uM=,1,0,,7,20140709
oCupUHcl/FcrROQxcrANqEeKq3Ijirg8XrJzFnAhHJY=,4,25,female,7,20140714
huedyANLlFH2wm1/zpMeYJTrkl+Vjq7XUObmiRphsuQ=,1,0,,3,20140725
flBfuH4Mkkkeb/sTaiXLDeL2P76lOYx5Lh1bmlNschc=,1,0,,9,20160612
GVKcVfzMiJkkxceRolCmNCtd9LNzgb8lmkg3NjcVNHk=,1,0,,7,20160612
oC46ToMyzBpKLGmp8YsCgnbBS2LjHOlXpHXigUjszWg=,14,27,male,9,20160625
d2jqb/EBnY4Jwqa6tkKs1e23FP/268sczJk6Wh5r620=,1,0,,7,20160627
ws8lDvD50JJuy8Y1LiXOlJB5FRpixil1TgqSPPEOOsU=,1,0,,7,20160630
j8BKZeNYWmhtORd4iRCVyA8no+XF6zazGEX/sfMKYjc=,4,31,male,9,20051022
JPVknZtQhE1WRETaXKfQgkMF2J1DgnfGhkdnHNWgWv4=,13,29,female,9,20051022
UNKdKYBztyNfHDxjFEdyO7fyyuHYw1YbUufBfNoxsLc=,13,35,male,9,20051102
Myr6mW0Q5y6gRXjoNP6V/eNr/+EGIpOFgsZUi2tCI9U=,15,30,female,9,20051105
QrVGCXIKrTNMoPeB3jYPmv++Ox7i3MvvzD7+MxgzTE4=,22,27,female,9,20051122
n0rWWTgqVdDhkAyT6PKRNjIMgmFntDFKMSScNNvvZD0=,15,30,female,9,20051219
IzjZGOMkdYAhCt2RUevO+ox4PbLz/E9Q2/9e7YUpD3w=,14,40,male,9,20051221
o3tBvnQgWNjgRm2ajl56t4w7/7e9FSa2RoxXM6Ik5lM=,22,38,female,9,20051225
EtERugXetD6LcoRm/Lb9TF2GVHT7UJOfpfcT4n5+DgY=,5,30,female,9,20051226
cVheCRxwUYZVKfEiJUR4J1zDxzrEefjt015bD9MGjRE=,13,39,male,9,20060218
vACwMIHheZ8ad8WZoTPkUHzR2PBVaN/yQ50gHVldioY=,4,37,male,9,20060220
mG9OgX6N/49gyv5onTyPHHTjamaHjLtiIwkgpxQeLqw=,13,32,female,9,20060407
9BJ+r4roccxPIP68Cwm21C1eMOifqnqYNTlLqZ9lL30=,22,45,male,9,20140430
LSu1kvv3P3n88WwEWR2YFKJ9KUb00zq0hbymyOK5Mco=,14,25,male,7,20140505
v4ioumLxorNIyW64o9x4e4mz+QZVdNRUit7GoM6LWiE=,1,0,,7,20140508
avQakI4GShQ5Si1b98yMejuacjpbk59foR8cyR4OR9w=,1,0,,7,20140512
CCANzc5wJngFx9vVX0e1EPgKXEQ2HDZjDzlt97B23yw=,5,0,,9,20140525
na0XITL+Q0S0jnqDT7RCC+dM91HLd3pJJjew0K/tnP8=,22,25,female,7,20140527
Nr0NqEPnIGoa400LGzO2WNdNCgBmpF2Slt7xBPJV7p8=,13,28,female,3,20140531
hBIf2VykxAZK+QoGa32HzaHbr9LUDsbQ04qiHksL9Vc=,1,0,,7,20140607
g0UeW+uhUQf5y8gsVrBMaPkgmSA48mU5dIcFZvMrdPQ=,10,22,male,3,20140609
j7SbvzGIaGEpI+oSrvkeeP51VGQt2ZzwYGIaWzBOWm8=,4,40,male,9,20100511
rbFWvglbdSBAM6rEaXDR/TYmuKyuRCxRQU+yTClXbng=,5,32,female,9,20100609
H9vTuIW7N4UfCw9YMDc9Rwj5KxDnDH/pYdpFDXz6L5c=,9,27,female,9,20100610
eIdiEUfdr7CkJc9XEdjtSs97llNujwWZ0kj5omUMlTA=,1,0,,7,20100624
SjQXdwUjZFc/bfCiNCGThTMRq9ECHI/9ZF3VX0sGZFI=,13,30,male,9,20100627
KYpb0CklM5NsHfF+zzsaWdsOdFxgLnYpEMoWUHKqUbM=,5,34,male,9,20100827
G79cEIpgkr0a2+7Ln3cXe/9tHZW+kFMPTkAVxgMWdx0=,1,0,,7,20100924
xMXFPSh7ZtMmegdfMwSJB93W2AEg+rvN0FkLcwoRjmw=,1,0,,13,20160906
0D7TJoBY7EFUvXVcW5LCSziT4ofQQW4Ba/MXCIA/d0w=,1,0,,4,20160912
is/9x28IU8fVG/hACC7Ari0ki/3NfpxweaK18DqPiMI=,1,0,,9,20160927
dwF7IpFeYShRjBPrYNMmJiKc2sGpEuDfxLRnV8sM4Y0=,1,0,,7,20161005
1EKDvv4FXTfOpbPNDXJ9AFAVCLiLqsA2W8jvuu+uB/0=,15,33,male,9,20070304
H1q6OMLgPN3CiyyyDveQ2ffnQx18VugcrNC3MMk1Ogo=,18,30,female,9,20070402
M4/R0HDTH1vFwmYZ52IF7pOYWOsL1Hzx6Ef1Od0YVCU=,22,30,male,9,20070406
mmlBKp9owjxCky2ibZfZDo5ur88vtdl9LzjZhO7UvQA=,5,33,male,9,20070413
1Cxax5dHSnx6+v3an0fRb6c/xBryEfCT5MOjcTrwUW0=,13,28,female,9,20070413
LqdgscPPzZyiGChkCg2RFz4GhHsuNwNdkrrYEqBENpg=,10,26,female,9,20070417
L9yBYrdHUpYA9ZWkYv14UdRafjRejAbUUyEgxgdlOI8=,4,24,male,9,20070419
UWEp6THXfA1hVP1sFHZVA46/bP+1XSCstnkFCqW0eME=,6,27,female,9,20070422
qUT300+GzVoWbFYiOAhkkDZBtODwxme57NgxXxIkvCw=,5,39,female,3,20120922
rXM+A6um+75W2pC8fqHjlGG7Qg+gEyfaj0RTVH+6jUs=,1,0,,7,20120926
n3yvoGp//IQrwocaFs3bxnu+iCf+oGGcym87DneTrk8=,15,32,female,9,20121011
D8LrXx53TytYBSubvoYvQP749oioz2Tsupmy+gfD3No=,4,20,male,9,20121013
BCJsCtqhyJvEUdMFpC/IgL7Qz8NeS/cj2ojMr9gte7I=,13,0,,9,20121013
uWzzgtTuWNN43mRWj7gfzhPzY7j9kTv/l50j8ZlZ0SQ=,1,0,,7,20121016
AzZcbGN6YlTA5jgnAXyVNUm8H7DGWNJN78vOdrxBnZE=,1,0,,7,20121125
aphoc7eDsWpv/aUHSpjIuILyrRngCbaIP8h44Pi38xI=,1,0,,7,20121201
FZUZV2V2IjG9yELmt2l+5AKSoKQiCfL/o0bb9JErWdQ=,13,54,female,3,20121201
uXvovetBU11Be3aup/7clTLsxFd1o9cQ0LjgubAgEGQ=,1,0,,3,20121207
Uigy1gjSa+u8IrwwWxNha9OYVjzLSFXYgzhGtd4Jlr0=,1,0,,7,20121208
4FqDcXKg/UOc7JdYGT9eKWCC5EULOZ5EBN3NPuwHO6k=,13,35,male,3,20121214
CG4hKbZvG2Ze/cDju0aA4s9X0kDIeBbbM9TvG2yWGxY=,1,0,,7,20121215
oa10TUfWTkdB6xd3+t8KbAR940LuZoMv4l7eQnBtjkA=,9,0,,3,20121216
cK+VxEBgDA4qK0OEvTxgcHMW7aQLkVKsSIOjm24MMWA=,14,26,female,7,20121218
uRwC/4Qfm0bAPEtGYNzP5yVcf6P/b6+U4IPW7lmF7iQ=,15,40,male,7,20121223
340cDevE6A6FArSzsvE5D+m0TIwQVc5OETAn1t8mE+M=,1,0,,7,20121225
k5My9uIM59oPI9K39djvwfrs6NA5GPTVSU7RauGB3ic=,22,28,male,3,20141103
7UPnjXpHrbXMJF8VpaUd3iHjzilrZUY5xzsuVvDZnT0=,6,23,male,3,20141105
+wJhkKWcUhMODYG0XUCHf239JEsTF0jw2jiGWs/9pac=,14,20,male,7,20141125
ePK5vFOWKe+6S/zyhQSx3Rn5GXsv4NurIiEgl0ff0Tg=,22,23,male,9,20101219
cwFtkWmYhmtWED1590cgNE2hT9N996/olSjQsJGHstU=,13,22,male,9,20101225
5YInbcojnx3rtVs3V2G9TEYvr13gAEjimrd67b2Ydak=,15,26,female,9,20110101
0C6HTvtH2jtHEqiLMIoi3evzh6f3pI9KZpVNz2DqFa0=,13,32,female,9,20110103
qOOQDWpDyofrvEWGt9O0cdYJ9pbg/HeHsgkLbHSxqeA=,14,31,female,7,20110105
3uDD3/tSS43dYLYUtVVYUFLw1JWRjc3NNHFTzlEoqcY=,1,0,,7,20110113
GYTWK1L64n8wVkOE6kcqbjwDNawh9dJflX93JjsgDas=,1,0,,7,20110120
ad/QV90FT9DBy18OmazVUWFUTuQ1EuWkjKLdMWkW6Qs=,5,37,female,9,20110121
SdZeIJ65gLk0XHWUwESOy4P4dcIP+m+kAu2dHLqy4o0=,13,22,male,9,20110126
pbaEed77Qmaamfjax0fSluWFpbSUrvqdALFyAEgN7Bg=,13,45,female,7,20110128
v0uKcnVhZL5oPr5bms3OcUdITmtj42shU7sbjePQjbs=,13,45,female,9,20110128
EnCmrod4aNDr2ds8czMSK4jd5bGG45y/DebS7e3x4l8=,13,34,male,9,20110207
J0BwUZKupf/o2PfGMHNLivdgrTqHjgBHQDfDaKhPHT0=,1,0,,7,20110209
2wo1B1oO6fN7I3YNR7/Dvflms7Ep7eRs+bigZCi2CgI=,1,0,,7,20110212
W2OtZIwR5IscEzVVHD/lmIRdQCvy/BeosK322fpICZg=,22,41,female,9,20110213
7wvJ9jsN448mHN4vCjCqpkTFfG5a7DKf96UpqMU/y5I=,1,0,,7,20110216
ul8D1oM49sSaNJzj32STCGNVRz72koT4ciucsM9Xwas=,1,0,,7,20110218
CbXwcqh2OOjmWTxkB6neKs7EaVFzp/lWL/FxT5ryz/o=,1,0,,7,20110218
/fqcI0CwuKni9K0QHi+Vz8OjAKK8o3v6hXBrHzSXDeA=,4,33,female,7,20110218
q6Y5EFpB/GsNEzQwusv/KwOLRVixqJDHj1ow/PS/7nA=,1,0,,7,20110306
QYKRpQdoNLPoiKktw4YqgonVzWsGMUWlryBSxEkb+jU=,22,28,male,9,20110307
XM5wWIzrRBkzjsMCQYndn5fD0vXsv5DiNszbDpORHHc=,22,43,female,7,20110312
qldkpms7am8Vo0Rt9dm9kEk70W+VRdnS1pqpwxEwsW8=,22,23,male,7,20110314
LO9GVUKvz47C/iJJCHPYm+Lb6gxt85TTjcmnTTGtIFg=,1,0,,7,20110314
tpL2ky/Jw4GV1Qg/44ANaItwdpyG91tpJFc9yZfiz9c=,15,30,male,9,20110324
8c30FzQ1D3Ydlyw04I0COyrrNTt2ccHiOKPVlDKbO48=,22,25,female,9,20110327
eQmyiQpaHXPX0/UgSL5Cv6tZwKiGDo/yY1gXMP8/caE=,5,36,male,7,20110329
pNNHf34kajerdKNmYAO85f9erB/abSE8UnFj6F/p4lM=,5,37,male,9,20110331
eUDo5KyPzXQTXjLm40CmkEbBd1sxaLnF+eYXJgEIRwc=,13,30,male,9,20110401
A7utvOZG6KqiRN/RAEfvfuM1EwHy/77iODdpP1lmyUQ=,13,34,female,9,20110405
dktvDvSD1PwRdG5FMRxmw+baSz7/HWNhFAFLqDmgHBU=,1,0,,7,20110408
UMUwern/z6iwyX55wN2CWQGsX6MWOMnLoFvPuRY0oPQ=,1,0,,7,20110419
G1OxRA2aatMzmc/u5ufxMUsuyla/9nisuiG44y/8OeM=,18,21,female,9,20070508
AXNpM+f9Tog8bPMmaCSKWMrzCn/0UksKbMEkTbkZf5o=,13,41,female,9,20070519
FZc0by51LHqXfs2xjvq7ZpQWI+N5WoEm3LIKPxERL78=,1,0,,7,20161111
/XMrSSrGp8GqCUQyTNBSS8+BzS8c9SS8rPudhuP/OkM=,1,0,,7,20161112
rxVze7Y5OTtTmNQ4lxYZHqSN9e0iCTKSIw+5ds/Lt/o=,1,0,,7,20161117
BOz8I4KfV9Qbd1V8fpUUXqy9KHK1Hf3R3z8/QQ+UPXs=,1,0,,7,20140722
xnkX2Ak0d7Mu9hU7m3/8jCr/NIga7qiEwoSRerCCf+4=,5,17,female,9,20140607
Mxo8NWfKcv1ul/anQvoBKCor997o5a+C6Pqm0XQxd2Q=,1,0,,7,20140613
suF2jCr9LpBiZQppTjRgtDjFPfHQr3J8u//AgWpUtwM=,13,32,female,9,20140616
chbw+sirjvB0CuZrjWoTjcea4ji7h4q9F/Wbrn3m6VY=,15,0,,9,20140705
Dq2VUnrOzCKlxoqs6MvDYBjaRS411HsvuMX0np7aQVk=,1,0,,7,20140708
060Vf0AnUzb7FxqFk7VJJRB9FnrWxzTXVweXc+XZiDs=,1,0,,7,20140711
SPzdc6o5t81cPenFzdyPxjgRsPAai303Fw5UkBLt7J0=,4,21,male,9,20140711
0v6Knmm1e5rkTpzvc1n+kr5V/VRYIJPfwOxGW4YeXFA=,22,26,male,7,20140714
q387jrVRJDEsMLPdXRH/d+1wZ2AV0iTCz5cfPnD7YRo=,1,0,,7,20130321
ZG6g3Z0Hrpn6mw1UpRe4N3EYXKdOodRqsi/ZRqdnEUs=,13,23,female,7,20130329
c5dxzgusybou+HbIPgnD3koiOH168JSg3/FRoXXNdDM=,5,52,male,9,20130401
3Q2XRQ7ausucbBe2/ygLvGFP1hpYpl2U18Lxim2DNCY=,14,23,female,9,20130403
SIufL5BGBVLSYBqy1ZOg3y1IBFt+XzCFISFVz5eYEKI=,22,38,male,9,20130420
WG5hXkz153itMWuRlO3MO2gQikoHYG9Vyj8BHkGYSVw=,5,33,male,3,20130420
fCY2TZ4bfFt/upW583OroB4koa+MUw+e9BPVEym1FDo=,1,0,,7,20130501
9l3zPRZt5gCgDifIc9cN2Hu9iriyD8Ph2ZFo6uX68+U=,1,0,,7,20130502
v0raCNha9SVbR4D1wDXOlGk7rpCKnDDdY7EAMhNAW9g=,1,0,,7,20130506
+pPyvXQo5+8DcRLLfZTlWec3CS3N3Gmh8QHU5ZQWVn4=,1,0,,7,20130514
6smKDb6X+uTwX0YQNt2AffzPqoNEJv36FvxcBbJQM18=,1,0,,7,20130522
vDJ68js7GPod3qcJw7Hie/2Ui28rkPPjuilhnCmnYrg=,14,37,female,7,20130528
9rjMMYTAFDQrXzU04DoG7LHiSIqVx9xszeVWNdZ0Tk8=,13,23,female,3,20130602
0c8oAoDwE228By4vNjy59qT2//Omr+zxQV82m9kxaIQ=,1,0,,7,20130607
fZs9AcQHdhEyd7bdh5Bwp30d7sHbNWEU6iIsgRNo510=,1,0,,7,20130610
KeQ55+aXuKQdMx/2aido5phqBGVRLDd+zzQ6by4U5bo=,13,30,,7,20130617
VpGZ3cAbCCUDHWfZ2zcmSuXuvd+WaYrAih+d6Ozt+EE=,15,35,male,9,20130621
NTNpWLRtOiiunD2gYH2Vi9ikgeMTyEMha32odlmtThY=,6,28,male,9,20130627
KYbrXEZMuFLEhy3JdsaBEauKqm6sT5l44Zmn2EEOlTc=,18,24,male,7,20130627
ieK6eG/gVG9j0FX1bgfuOcAyII1Hk53UvXY9OBQU7IE=,1,0,,7,20130629
tr/GiIfnXuUhNZxCJjMpEReuPQKvP4pYYMn6oxagI9Q=,1,0,,7,20130701
J2dHq7K0V1d7k8jr50fxEDeSzZtIvRnYlnP6RH4CK+s=,1,0,,7,20140720
Ou2t3Y5ncIYzqVpB/OogwgiUl5qPCCUjrFrRZJCQkTg=,11,0,,3,20140721
2OTbrpIY2bS+jhYVJ2mu4J2ENFVuOg06rXKUh+RFHuY=,13,18,male,7,20140722
c877cSfTgW0fbALnWuIlqWdkrURnSeXXlhVIUKxueiU=,1,0,,7,20140523
O4vc9eGVOCn4TbtTK4XsBT8FR+CEYDCjAtXTd9HtCAI=,1,0,,7,20140526
UsJ0TVPX7D+XNIS+bD8v/MQ+rw+ZbjW0PuU5c7tYymM=,1,0,,9,20140530
juyJ2oDgCAtQ5sGMghUAhQHDOB0HXwkv0RhdbM5Du0E=,1,0,,7,20140531
suj8NZb5uXS2ha6mG3rqfdvFViMnsiI4tjuL3XKusVs=,1,0,,7,20140604
BbvlK9rm74Nv9Gi99pEdCSwLM1LgDSxO+6i2CpB6/RM=,1,0,,7,20110613
pZjbllI8lttK+DBSsMb02M06jtKUPvYjJytYx3bHP9c=,1,0,female,7,20110617
h+uIfRFZAUXjdMSWKVJdNTaUW/rG1m0AabbuSh4qYqM=,15,26,male,9,20090403
4BHhbIEHvU9A4Ev/N4HYkTJvUmo/b8f+dcWfN+3IEz8=,13,27,female,9,20090409
DbJk1G90u04AFwJCnOod8zr3I1RDI8CGZQKaCekMfM4=,14,39,male,9,20090430
SEyLUpArZzLx1KqeRAwdWiiV3eXS/kHnXvlndLVcg7c=,5,21,male,9,20090521
JPoWCxmnJkOpFzD3vE115FCLDRpCMZhmK+mmTTk7Ob8=,22,41,male,9,20090615
IhKbpBn3HqcXz7Xl7ywJfxuc+XKpkuP+Simr7gHPK3s=,4,40,female,9,20090726
EY0zCWYk+K7FAmvfy6Va3/Rd/6mkolDxqt66S2FP5q8=,4,31,male,9,20090728
R3hls469kMbu9SVAFOSB5qKebehTEaya23lhlExdCdM=,13,30,male,9,20090813
U+rErE0Jr53vf7IaIrbjwfBAn2wlVlnYu2HGmeOL9CI=,5,20,male,9,20090905
WBpErPuyR65qPhu+BRTpwtqSSG8tfOdtRWpRRR9NtJ4=,13,27,female,9,20090906
hS/ldtyHdMDPAtwWn1RW4LGW6HnnbxEZE5x5OYMGbHg=,5,27,female,9,20091010
7DcdpFMiScCOrchT6pjsEqwYNdX4aCDwht4MJNvMw/o=,5,28,male,9,20091102
+UiSoRIIWUdMScT0RVFPYM6uYH1u4fc8V6Qhu4YMsQk=,6,26,female,9,20091123
WyY81K2dtiwdS3QQ2c6eHfA3DsiHvqRSdkBPDEeOFpM=,13,36,male,9,20080813
SaWdVsoWZhGFdIs3BaP1r9BiIIgNc80XpISeRFOpD9I=,14,31,male,9,20080909
eFJOWZDL4e9iMYy+qZ7Mx9dwaPOy0iUXB9RPh8RByeU=,13,34,male,9,20080928
R+IV9XVCrK8bZv9f8UDbeAybUGcIf0NL7LvVGr/79GM=,6,24,female,9,20081018
a8kMWimAYYDDGHWc/2Z7kNHiwaEPORlfQcaM7CsSRlE=,4,45,female,9,20081109
pEzoNajrL0bjU0sM/tbyB56Pdy1xdKj8g9u27kHUjsc=,22,48,female,9,20090123
a/+Qv/8Lbyc5xijYRv8v1G1BtKM4uL1iWkEVEuBIFDg=,6,28,male,9,20090127
PfR3tXhuLNOs2vN2PbgzJtmdYfmx9LAczyFr9GAhdsc=,15,29,female,9,20090202
Yb7I3R/NPOgcqGhWhx8VPi7oHkqpgDrHnv4vvcXLGZA=,5,28,female,9,20090216
kUA8CnvHMGU+rjKrNFpLHjgcjE4thka7whejFGpwUcs=,5,41,female,9,20090222
62YCtiaA0rgs+dV+57WzkiyW4ZsSPgxAvuzftYP5dgQ=,10,31,female,9,20090319
m/JCr8LAGdaco3n+uRi9gD/dfBiN7a/FahKU3I8go6Q=,4,49,male,9,20090320
MaZj+Sg3Ezq5wm0cdTPONFtlQE2jd+uRfC1iPypmSxc=,5,44,female,9,20090326
5BnneZW4uUfM85AnQCCoco7u0cqraynKa+e/oVIki9k=,21,38,female,9,20090330
EqFa4pGpmT+aS1Yv/xff5fWtThIjfJ7U/QBoQ5IWpjI=,4,28,male,9,20090429
53Ocm9vceogdvrktmkCNq3Yh4aOZmLZBhoTcwFYA/+g=,15,26,male,9,20090616
DIyayIofDS101kZU3hH9HWiSIJ+GQAyXX7PC2DHfbNU=,13,28,male,9,20090730
pB1QCM7Ozzkt7K+Fo29meoqkBYc1zq28bJ8oh/L5t7o=,5,35,female,9,20090805
emjAlN2rc+KGowsXtTjIKSuRlQSeBXRstaqlySA9NE8=,1,0,,7,20140501
5N7DgugWoREv1MHFvvATmY8LawQ1LtbIGzW6VtJyhAI=,1,0,,7,20140514
uty26wL9rtD7QfAGfZIdUud1Bkg32zXGON258ja5nao=,4,34,male,7,20140521
gSX4DQMnNzAZgFzU2Sqzfm2SN1N7QvHka+XuL8NcGkY=,22,25,female,3,20140524
Udf46IkREPFGBKT4lYkX99Lj+y8DACNMGf6CjHQN6aQ=,1,0,,7,20140527
gin6Vsf2C6Cw+RlDmVoXlLJ+N//kWNuDoMb49K9WXGM=,1,0,,7,20140601
jqQsQMh+HJI42Vdvtj7QV+KObSpvtYObX80/ZLIaG0c=,13,18,male,3,20140608
KsvevAonAYjmcngNPLXF05iOE9x98TR9aLpJeTT5qIw=,12,25,female,3,20140609
ZrbhpAG7ot9XKtD4l37CeSVPEdgMrJOGuAmvmJ3u2qw=,5,23,male,3,20140611
BrSMhKeeNNyZthFzuCSKJoWoCAcEBo1+5PXP3wjMbX8=,1,0,,7,20140613
9ptjObzhCjqDPSO1r7tjcm4GXMJNW8Yrj5IkA8bbp3M=,4,39,male,9,20060327
6w66uzlRM0t6gTio1imGeSpT/j5goG0UYNxNrFwbuB8=,15,29,male,9,20101220
dDeTUNuRRR6IVDmU4R8h20MFkPN8TT7WJmzEFk229eU=,1,0,,7,20101228
DILq0eAjbyMwmw8ayyaKgQMUknq4Alhj5oTgDgQMDxA=,5,35,female,9,20110109
Pw7xJs0BNA6AeoJ/w7uXHGnYjivtAnp75Ap4Zpn8ZhY=,15,37,female,9,20110112
9Dr6a7UxTyAetK12M3nwPxVsFPNHu7Rtaxyd9cAUAZw=,13,25,female,9,20110117
TRWzXHGJ2+xc7/40CHs2BGsfltvUQk1/dY+vQ2mNOlU=,15,38,male,7,20110118
SgIbgHm/Vhc0sdfM0/nFSLz4PLFHPEQoBS8fq3nU8Ms=,15,22,male,9,20110123
T43jKBLVV1Jm9ge5UywxUhuNd4ovpBtYjp2XcPmp7/Y=,1,0,,7,20110125
4Dt6yWZIRZJENKU6Rxy6Ks5lgpwKhRElwqJEo/83+8E=,1,0,,7,20110126
ICJHEJJzJbrSXe8FTj8mr8B2kc1W5YHtJJz9aYjTC0o=,1,0,,7,20110208
DnBIfp1yiUnSJS5YBZpz3BYHVh29xp0/VcLrqUg30jc=,5,22,male,9,20110209
mrNAoPb9u3m1qjP/yF5vxy+OSGlnS3DEiul+ER9P2N0=,1,0,,7,20110210
VUw9Vj7nDBm6Gz/JOO/uxRoDG5FuZ8ex/9TgVh3hptw=,1,0,,7,20110217
rXsaBi/bObz8k/hzfmSiiIEzkL2lvY4VMh0ldAU6Owg=,13,29,female,9,20110218
yj7VKoJfFYm2HkXw7BpWY0dWZF/3krQYtz0oXlcGKP8=,1,34,male,9,20110225
8BtC4uuQdq4neHWMxJ0QWtyYep5VIEMp2j24lIcXeEU=,13,25,male,7,20110226
kbqQ78pXzImP0qahb6+RHciRZDtbrcs+UDOlmh7R1KY=,1,0,,7,20110227
Kjd9Isl2z8wu08DFfFqEqKTnNJk5XQXRzdjDga47zu4=,13,35,male,9,20110305
eEx6kfQ/hejEZ9HN5G0F4cpRIl5IAj0mf7VDqXsQAZA=,1,0,,7,20110313
QF+AdKMSdiaavy6qDq4KVA93Sy7tw+MJHLw2B2UidHY=,1,0,,7,20110314
LBfASCLbKT8Xl8G6bwSQr0sobgdLY0JjgGMpaSVZbv0=,13,25,male,7,20110316
P6CgyHthlhlWg0AVPIB7qAkHm/t3s2ewUZAtRemqGkI=,13,29,male,9,20110417
5oey5b9TxYneu5muK2JEL7fpxeRZfIIq1jje6cXfCwg=,22,27,female,9,20110423
iNJtqSvSe7dikgSqCRuNNsKgGuWdtDei7C1Ps344yGE=,1,0,,7,20110425
KLAuSEVpE2BG9sLUgu9n3gsHLlgjilaAcL9A1PJ19A8=,11,42,male,9,20110429
RypoGCU31frWcy3JE4mQtgfqg+SjAwPPElWokPWOh00=,13,32,female,9,20110513
