msno,date,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs
xpvnXMGS69xE5wRzQ9eY0zTfuCQb1cudt2BR7nTA2ug=,20170314,32,5,0,2,24,45,7377.754
tMny+decQLERPibQETTYmL6ULIfTGDIYDuakCsG4xko=,20170308,15,6,3,8,159,174,44471.132
8+Et19/d5ppc5HGf/YFGPqEKAue/3VM2lH+SjpK53cY=,20170301,4,0,0,1,8,13,2181.382
4Mt7sW14mBe9qdSelLwrWEik8FmbY7GoyBEiktKaVhw=,20170312,7,0,1,1,22,24,5748.209
RHPHMmdmb+FZ7ViXv0I/0fVAY2Bc5dBRch+3xJORrnY=,20170320,13,2,1,2,26,37,6994.395
b/jh+k/ZfzckOrwUOylCn5jyNdaEN3oXxGZ00brQgE0=,20170329,3,1,0,0,20,20,5390.821
UXMTtK2OknltclzhTCSodXa/0ylLM9iKUE3h/2E3H4o=,20170309,0,0,0,2,19,21,5451.394
hH13MwEeBWoIhrlY6t9IeZyaddIxUHQf1B+ilIlQ2pk=,20170326,32,0,2,2,19,45,5629.433
/zZTmqsNm/9K373KfH7wpNhI4+GpEUjBP3HsQb3pbcI=,20170301,32,2,2,1,37,62,10773.159
YzpOOJ18ZOstVaNGht/vnhePqc6z3rmIrwHNMcE/CQ0=,20170323,3,2,1,0,23,13,6466.681
zoAc5KOSqpcy7pmPHUP9Va+bNoP17AHBsAQfBvmXq7o=,20170325,2,0,0,0,12,14,2726.446
b5AO6X+NUQm1t5s9DT2t8sKBF4Nhdx57jeZG1S0SWfY=,20170325,7,4,0,1,97,95,23477.729
0TFXRWak34w9NmN5Yg+odpTK6qrKtDHiTvG84KVftFA=,20170306,8,5,1,0,39,36,9932.356
LfH29f1Zjy5M6SX/XBUz4h5XVQApZkv//FYaUcb472w=,20170304,4,1,0,4,7,11,2508.56
iOW+igZLNybs6Z9JiD2MyBA1h6O3/wDd5B3kF7j/FFg=,20170309,8,5,1,5,9,18,3853.791
K6e8zxnFzHNjx6TasbbekBgwgdllDux0gl70sSMofMQ=,20170314,0,2,5,1,78,84,18981.306
krXjW4QO79SJdLwz+Pd9eXneYNCAoqqrPFBsahocf+s=,20170308,7,2,1,1,63,68,16793.811
8l8udrElV0OA2h7KBwjjhEfhmhxlAd+LsjekT/ckf/s=,20170317,4,3,1,2,100,98,25652.22
CkfUaWPbiTQ787yjkM7f1Qqg0m7e3hha7Af56b9EYMQ=,20170311,2,0,0,0,57,53,11358.604
8SvrlfdAgKF7JU+PAWhRwrnfpYyKwF3RSSTaoF012io=,20170312,6,3,3,0,101,56,22942.035
p92nLCiLo/ThWps07gfIBnX30ihhRRBoI3Q30aej6H0=,20170325,3,1,1,2,26,13,8249.781
uGwms46I+gfW9V3phLd6jKuYfF1vywQXL6shWXyE3Fc=,20170319,1,0,0,0,38,39,9326.6
4xBimeKoPbtqXW8nqlMaURo/2i5GVzQrcIZFGzPSV/8=,20170319,3,1,0,0,45,37,11297.98
RTqmIxY7NlC32BAFFNSDA9g0adh6bOLUBqM+pnzr3T0=,20170304,5,1,0,1,106,98,26260.021
CEWvZ11oL01KusxvJ0n/InE9FVTe/twgW+os4W+WqCQ=,20170304,28,4,5,3,21,53,7345.541
UceAUXqJyZzf3Q30IWfdv+fpz+UulpWazzfl1TSLUaM=,20170304,2,6,0,0,15,19,4371.255
mo8kTIXAQK+sDHcbzlW6JMJGroyYo7Shl66oAIiyNW8=,20170301,0,0,0,0,47,46,10332.031
ZlTSIXSSzO1z9U7/pEHQyCgD2ZNjp9Q1JLsmVdAMYkw=,20170328,16,6,4,3,62,74,17282.661
LYmSQxoLKhGZ+bx8SgeGXtmgP4NextAXJYCre2TrDoU=,20170327,1,1,2,1,23,25,6167.005
C2rf6C8OKvaIsfM6JWyo8KAxFesBG/BwMZqLn1dsH7M=,20170330,0,0,0,0,51,44,11547.288
Pwv/byfgduvCyZReImxDVGmgQ8EmveGP3OKbXbHc8Es=,20170326,12,5,6,3,12,22,5880.379
imM5+04Uaq9/DhCtCtwBTXCgxVcUxob10tOGVxwb0Uo=,20170326,0,0,0,0,7,7,1847.159
bcQVFHg3cNLdOlgM+XqfEx0mDk6de3I9hTzyD0MVePE=,20170308,8,2,3,2,15,24,4844.071
y2y1Um3IsYEGyn6Y9NhkEOsG5xDqdnQ16SBmUra7MFA=,20170303,8,3,2,3,74,29,18922.707
6kaXrUqrIvTPBmcUwa6/Md3Nq4tVuAI6GkBMUwQI62Q=,20170314,2,0,0,1,46,42,12401.307
i1ZiwESkn9F9HDHE6HOfGPqY3qpjaFYoXNxHrcORHgo=,20170309,6,1,0,1,14,16,4049.09
ufzg5WNpJrXEER57Ml1ci2PsabgkPAnQbzIJrB9ozwQ=,20170301,34,0,0,0,22,56,5024.336
MXnt4Tup5JlsLfPuy2bKV/3vYp8IpVnBfmAmcRMRyhI=,20170311,1,1,0,0,34,20,9098.629
07+dIA5FgXXCJKfM6TmQUe+b3+N1HhMj3iwiD6xMlLc=,20170320,25,3,0,0,27,52,6806.497
ET3kau0vCyUMDMP1+wyAJcVWk5VVUyBHN3op1Kj+OoE=,20170328,37,3,2,1,22,57,6752.685
dhP2ulnJJ+xuUseQtsTfx9ZeGmaVwrZf/1pyZkuwbq0=,20170329,2,0,0,0,86,88,21361.673
mHK3XeFpHW5OYP48rTray6bxCIaIwV6/Hhms6oUW2ds=,20170303,2,4,2,12,28,37,9500.954
3OebSgOByTi6kbn0czdLluaz9fl2oHl3PiSCKrHdpuE=,20170303,9,1,0,3,14,24,4554.723
bWlt5SRpQL4KdKHcdpA0YFX7VeT7jpu8QtrgUAl41zg=,20170313,25,0,3,9,36,58,12290.086
7JOhHmpIN9heu0KlXW2neGUBTlIRezU0+hKWeMPUJak=,20170324,4,0,0,0,15,19,3451.241
iAZbq4PIHzHit4lCogJBJ3Oq+F/llzZkFH9qx5JNPwY=,20170310,5,0,2,0,36,34,8947.089
IdsGK2iPxkyDOCwIAQgv80GKe7fEZTURCnBnRV869NM=,20170319,7,2,1,0,0,10,530.344
zzNdm69PsvZ4ylclUM98U5cCrSWnhRHCoLpL9qfhba4=,20170311,9,0,0,0,7,16,2081.259
PAwzPz6Gs53pJEshTwrih7sgGKKH8QASusCS9NHbx30=,20170323,5,0,0,2,25,29,6844.268
CftPyDXu4f/norIOrPzoT+LZ+CW9dQqvM3cKexCxRgg=,20170309,11,1,1,3,89,52,21056.172
9/xvUsx9TnLZBByPeOS7jiC7t9eKvRlCLKt8X/FgKnQ=,20170316,2,1,4,0,29,21,7833.793
35qQu+4jJ9CJMxeQm/QOUjQkos6xO7tb5Nwe4kNOzgM=,20170315,14,0,3,0,16,20,3844.338
JcrzeghZrVvqfYd96go963uLZ2lpIRyL/Leh2w8+eDY=,20170301,6,0,0,0,64,66,15477.272
SrfntHryAH7wtEAINEdO8z+aic1PWuEl5q9rGR5T11g=,20170331,6,9,3,2,5,23,2796.509
SC/Tm141G7jYsGA0GMbdXQpv6Z3FVSAYUMrWrvQWSpc=,20170305,21,1,1,0,28,44,7184.55
yOo5JVqETLx9pqac/tO1IEnRvpjmxS56NRvwkPs8g0c=,20170316,14,2,1,2,121,138,30752.398
p5XgaHjDG0/xVSAAZhBvk32j2O2rglD7hW+A1TZVn3A=,20170301,0,0,0,0,20,19,4761.18
/OrZyMmcvlcl/Z4HkolddnMCu1I/9mT29gUorKvVF/Y=,20170313,1,3,0,3,28,23,7506.682
tGJlf0mpwPHlDcubApgxaXJdu9Jf3eDiB/xvfwakG5Q=,20170321,0,0,0,0,45,43,11338.486
+xixsy3uy+djLakQZeo1VIMqYHGSb8nr+WkcjUyCFZY=,20170312,10,0,0,1,42,34,9620.84
izEXVZWrgffvBtYDWhU27Hzmm6NLMCWaZUmdv7A004s=,20170323,4,1,0,0,13,16,3371.287
Zg/DI15mAXTya455bysPffd08t0yqKupmeSPyLek9zc=,20170327,2,0,1,1,30,30,7723.17
0zXyJYCbWpwcp2iIQgFPE/doxlk/zTMTOikF/3CyF8M=,20170312,7,1,5,4,29,44,8840.568
3YgGFUxLN+zYwJuspKcCVmTgonW1j68I2yyS4QQ2wVc=,20170310,1,0,0,0,15,15,4088.61
F8qb/JWG1B1Q9L5DZigXyUwwQrERaD8Xi5O+QiJ0qXA=,20170331,0,0,0,0,4,2,933.72
QAFqTxLeJa9V2LEJy//0/clSLTYYjy3K8ahfLjv1Prs=,20170323,1,1,1,0,18,16,5519.947
Z3qSbLC5/ybaSRa3n1XBJMeEds3wjsW7lEIyJKwex9w=,20170310,13,2,2,2,11,27,3716.478
RGqW7LCOaNXvClRX5DAo6OpNr0ac6kEzVbCGay2vqHs=,20170304,1,0,0,1,63,65,14603.722
C7Qul7niWPYJUISJ3NDnJitKkt2CDtyS4ZMY6HE3/S0=,20170315,5,2,1,1,40,43,10850.707
/Id9nafZmNs9ysZ9Veatki0xaWTJEVx+1Yze483Kkis=,20170311,3,2,2,1,6,13,2016.415
QlS2Q+UYTHK7pAzoUB+3IFwx4ozoCREt5ggQP0KMo9g=,20170328,1,0,0,0,75,76,17604.051
GJhBGejzyNW3xjfG8axc3T/7Q+Ir/rOQm4SacmD0QSk=,20170308,1,0,1,1,11,7,3293.035
/aQ/j8jOklo6iTjPZqrnxak8GNxth6xogwEEvxnjEsM=,20170330,2,0,1,3,75,52,19928.018
MJ38fIQhcmSVuWpp3jfVurX/71zwozxoaF4eh/JZQr8=,20170330,1,3,2,0,12,18,3292.751
qU4Kqp+D4hcrBTaCxcwUgZ723dFlgMB0rgYqwbOcotQ=,20170303,2,1,1,2,54,57,14535.954
0uczJdl6D1sYH4qn4ELBzKRLwyHWDrVt2kWMLcSq64g=,20170318,10,2,0,0,0,12,183.42
zfjElxyKSFhAOOfqzm440BEJxfvFD4+bVh0YqWpy9fw=,20170331,0,0,0,0,12,12,3026.642
8wED13rK5I9iniHdFvihTWh5vVmFWmp31P4x3vsdQAI=,20170304,1,0,0,1,14,15,4239.639
6BRn9qzJnAzLb/CEouk8BzAtQBRStWkNLBZOaAX8in4=,20170317,5,0,0,1,9,15,2524.686
SM3bb3rmplEcCOWcF6XXI4nQsXrkDB8O1DVOpEedhuE=,20170312,1,1,0,0,2,4,572.441
ECoO8eC5t9WvrzI9llp67+1FYekm8DdCQdEv5Bwu22s=,20170306,1,0,0,0,9,10,2247.607
v2edVF2d6kwchkyLkw5i/UntNkY9UDhL79rVW0ngYhQ=,20170318,9,4,2,1,89,29,20830.582
zdEfNDfwIZlJJ4J0X3GkrEhCkNlnii7sjwBSao2FxPo=,20170312,0,0,0,0,13,8,3105.651
bxpjQDYa09Xpp3GyQ4ZeTSdJLt40EiGJRpfrLhXqduE=,20170326,3,0,0,0,17,19,4161.916
I5lFkp2oLviqBMGgMEIbfyrJ/QHgqFmBwVgUxoKzjqo=,20170321,0,0,0,0,39,39,9531
nqKBYaH91oSaAI1LgrXJ8hPF9hlE7wqYhXjumt7qYq8=,20170317,4,2,3,0,55,58,19291.046
QJxhZkFq1Ux1HAF4w4ouZ/Q6tj/AHZCfvMJgCRdwwi0=,20170322,7,0,4,1,35,36,9710.705
FDcv0AO6/zD/fwN5oz0FX6U6ErWqpbMGe2MhTlld8Ow=,20170303,3,0,1,0,17,17,4511.86
1tZfY8qOHxSYAXH1KapgFhIu7gb2DKjRfpIJ+dcZOkM=,20170301,3,0,0,0,4,7,1009.165
eUufOdqpdPQ/WckWqmXjrDgy+Cs4R3XXDeK52vIdEIY=,20170302,5,3,0,2,2,12,1377.708
Ecfflok9f8k4tm2pCv4zxtuqwc/C0yJWrYfFVzcLEWY=,20170331,13,8,4,0,26,24,7798.965
xgKN9bjPXeGxKeEbdwlzlCthbcdWrBibJucXBWxGLBE=,20170318,0,0,0,0,52,52,12798.243
bZ0UjYMRWIwayMw7kf5rMHUFMLfvHn6A/urZyw5YB3I=,20170305,4,1,2,2,24,14,6293.624
PP/ipPBQcgDQuSexNXfYzd9LvsfYx6wT7ENXEYKUnJA=,20170322,1,0,0,0,17,12,4109.281
cUDT3v8Z7v40pjyhqFy73YSrHObHBODCyP+oAJQ2IFo=,20170320,8,0,1,0,21,17,4576.675
9ocRQADWH0T/X/de/sMYeQXr8B5aocBpiU3RubEOth0=,20170305,0,0,0,0,1,1,223.933
FT3Qqjw2Affqcl0XTu3KwSTdxIlayKeU06upBvN0j5k=,20170321,7,4,3,1,10,25,3883.568
RvHNrdNiNKPyQ+XAEuKEgQdKJrUKjIuslJZosqyD0js=,20170303,0,0,1,1,5,7,1403.77
SQbdETAhkX3njcNwibA9E3aE77BYId2rvlOVygC1IjI=,20170323,15,0,0,0,0,14,84.163
MGMzscS2e82VRdlDy4yAR0AovCPJpFQkz2pX850S238=,20170330,7,1,1,1,9,13,2412.321
hI7vOcJO8lHo/aWqls1aEPgtQzTITPElY8txcwpnqWU=,20170313,1,1,1,0,6,9,1817.818
nCxzlJVzyP8dT1MgoFyfubhUsJvE4fBGpjAlRAQPY/8=,20170329,4,1,0,0,20,16,4720.786
0hSSV3KGEXtOkAlLoHOLs0r0O0Wuta7qyTADt8pW5zU=,20170327,10,1,0,1,11,22,3264.538
srRiqikepwZatiNvq5jN7ydJHiMxdYcSLdWQOZmFP+I=,20170308,0,0,0,0,4,4,999.36
VCddSHnrmG+lzEM+ufB1CzJRTAK3Csj7yTVvIUc35K8=,20170318,0,0,0,3,15,18,4436.732
GWY45I0VS69nRMhgbEXmwr89nt7jRGknFFLt9B3Ke+8=,20170315,0,1,0,1,13,8,3221.91
TSKn7rT2TdsvatxD57mE3UE+8oNIuIHJnilgTpFSqXQ=,20170310,2,1,0,0,15,16,3561.516
XIufNkndNlk07kN+7vATc9NnjwKnxxwcJ+NCJxkU06A=,20170313,7,2,0,1,10,18,2719.17
m+Mlio3em4iNXB15JH2PKsgpZtXvJpQmVw2JFK+Au5U=,20170330,0,0,0,0,23,23,5988
9okKjyxdqILu3SnbIS7HxNEMrwX0rlZmhrxA+5rPQZw=,20170319,2,0,1,0,9,10,2563.101
Q/6giPjTZYHsk8X35mhggTYl70aDJeXlg1Ex7iYU1s8=,20170329,8,5,3,1,16,26,4840.804
iDTHuifoEWWQdUraXkU/1Fiv4mhDjzYk4EIA60jnh8Q=,20170324,0,0,0,0,269,6,55476.518
R5bMd1LbhGe+XVN1xUwZ3EYVS5R/Bu+u1l2NeYHpJSs=,20170322,4,2,0,1,4,11,1290.026
LFZOInHeIDMSNdbcyKOBTapjQ6V7mmF8zy2CpuLWIGI=,20170318,6,1,2,2,20,25,5600.396
2GF+1affcd99ojKWlABLlW9SQyQ8j5sxUxQFlI33nVQ=,20170306,3,0,1,1,27,22,7288.321
kNSxdEypvRpNgKh/0FNLuJB+5OfsA6JMrj8W2tIZiq8=,20170307,5,0,0,0,5,10,1236.398
43y1RAHT1DyNwLeiWlOeHHnGhcgs8OeyqSE2Z0Trz4Q=,20170309,0,0,0,0,22,5,6718.276
RkhTFA15QID000C1Mqaqv3iqWTcArsRMo2nTirHKdAk=,20170316,1,1,0,1,17,15,4568.175
U/zgccmT0IPZJxMeculjfLzCQiw+x7jBf8IqkiZZIvQ=,20170329,2,1,0,0,6,9,1620.881
U77cDpeIEMhT6UARrliJ/sdgzA0tGTnZsTmdzhzjP5c=,20170324,0,2,0,1,1,4,713.797
PoJOr6KDk6pX8GtorM2X1SD1YzDvqrTUozu+KmJ6/Is=,20170311,0,0,0,0,13,13,3230.625
rh1hte0IX58T37MZZsquVW9gPANDJJKH4qhvSeXdRU4=,20170318,1,2,1,1,5,10,1557.384
OIQKn6NjtQsv1n+flOGIkjycdTpePvVk+8Uj7SHmUgs=,20170330,10,2,1,0,1,14,791.648
15LN3l+7kYGvwFuvhVwc3lExdmZhiCQ7TzlZp/sTfJc=,20170319,3,1,0,0,14,14,3846.542
Wv3m9Mb3FVmjX8PvJ+ThEluw//UO6FufDbhnSTLEl+I=,20170324,4,3,1,1,35,39,8032.182
tExUg2LIZq7LK1UTsN5xqcZBQgEDEXF9vRl+F9GvgMo=,20170330,0,1,0,0,0,1,60.317
Ynzb7ZLMmR3N9gNMB6CE9J3cxYdABzooLD+E+I36mwI=,20170306,0,0,0,0,7,7,1904.857
iGUcPH+SItl93udeXXrY3gnw/ZkgcljqoC4MxzJXVyw=,20170308,0,1,0,0,3,4,799.632
I3t4AqkSmjxuzPVhkBKwnbxEkjOa7NI0GcJQLRg1y9Y=,20170305,0,0,0,0,10,10,2603.213
1WsmOXGEIav6Y4EElYdCSWLnhgexQLsA1CSuxXeVD/k=,20170324,1,0,1,0,14,8,3829.334
4w3GxMSYjrU149TC2t0OzBh3JQYSEfylJz2vFLTW9sE=,20170306,1,0,0,0,6,7,1599.899
/5TbtTIny60PPvIUsCCPwZF9Q/Sh8Se0kBMV6oTvDyI=,20170311,2,0,0,0,8,3,2125.918
YaCDtzm22Lz/7rkQxzvS/okd4H+7jbyVh63H6zNVJKg=,20170315,0,0,0,0,21,20,4819.007
xifHh1b1ULmsOUzyddVn/s6JkwBB9VtuAMON+0EIZA4=,20170329,0,0,1,2,22,12,5350.946
93JvK9ZVVZU9y84ey4rJa8STBG56qnSeVpszKwV7O5Y=,20170326,4,0,1,0,16,11,14358.685
idfO0cSFiI7UYrBZsor50I3n1cpx2+pQXsIKoh+miEI=,20170317,1,0,0,0,1,2,240.268
oJAQCmGafOJ9p552J7c2oPqWVoO34owVw5PluFFqrPo=,20170305,0,0,0,0,20,20,4129
7EBiG6TedKgsLe20vcq1htPfsRXER1G8M6y/q39YtGA=,20170314,1,0,0,0,5,6,1101.871
BqXaWRjhAP8yZWM7qSQX6Gisiy9laQ0OiV60QJ3D5eQ=,20170319,14,1,1,1,4,14,1702.868
ci41bqkhY6MyUE72/j8Ts1XWQ9cFH0Wl0gzq/Fi9Pic=,20170310,0,0,1,1,14,13,4027.026
O9Ll9PhHUiY3+oaoFr64P4Uct0h6AHNlXalz5k5A+9Y=,20170313,2,1,1,0,17,21,4723.733
8JIRPVXg3Q3n+Z12lyJKyCC3E4jeRHofA4ydbO1VkX0=,20170324,5,5,0,1,10,19,2752.47
FmOY4lc+J0pG0vKfdUsDNG9+sX1mVVCIsJcWyPHRvPA=,20170331,0,1,1,1,40,3,10557.275
N7PsB8i2VVexHHY79CfiMJcUf4clqtlVvjlBt0+5a2U=,20170325,1,0,0,0,17,17,3774.417
l/s+q963DcyNcNyhgUzsNAETzrtkvV6aOcBkQyQGTNc=,20170313,0,1,1,0,24,4,5442.842
7+IP7IE5V2ItZuJFTQBs9i9D3emwd+lC7dofYK1rPNI=,20170312,0,0,0,0,30,8,7664.163
LuIzE21ihF3GwKSE6y/EeJxBtiIw/JpFiQv+VUrZJD4=,20170315,8,1,2,1,35,29,9663.335
OmXkHhGKMY/haAiKffEyAsd/6vRaVzzh2zeO9It3xbs=,20170305,0,0,1,0,3,4,912.834
/pl58DN5VG6K8DraqRFTruZHBnYsRqCoSH+Q6t5x51M=,20170312,1,0,2,1,8,9,2554.39
NCj+3c59xIro2MiVRq88pnXPu2pC7GP6vkyTe/TWF+I=,20170312,8,1,0,0,13,16,3398.931
i6F8q5Jpfr6VOVsOpb74TFVyioNtisnR1k7OpObokKc=,20170304,0,0,0,0,9,9,1925.662
5OpJARDNut7ldTEwzWEFhLLaJ3EIa5WyauFjb6qyWzk=,20170328,1,0,0,0,4,5,1056.187
+8iNv1EPrZwwRagS3Dzw/Zk+7VeA7a/cjDjsYMjRGRY=,20170309,0,0,0,1,28,12,7706.99
sstgkP23350BBVkM81hAywvUIXAIYJT25idhYTgWkC8=,20170304,0,0,0,1,7,7,2170.414
PtrNzLgW8/z9DNb5WhDtZknOWoAfFF79yE7c1QpzpoA=,20170316,0,0,0,0,7,1,1764
wi25NQWGVAA9rV+3HnKs81QR9KfMEmep1+kl9aBgQw4=,20170326,1,1,0,0,4,5,1246.958
uJNx9OXZV0ilH/TWpt+RCdrdnmFhO5ETidG28j/YmM8=,20170305,5,0,0,1,12,13,3339.364
Trts12filkH13NMBR5t0eK5cMQ+jrSTew0OwAxPb2gU=,20170309,10,0,0,5,5,9,2449.818
8kRFsIJHKeJrqJizcYGz+6Cmg/SLl8xlpfVSa6Kj7mU=,20170325,1,0,0,0,3,4,818.333
QsZU9JMrfuyAJbklt8lFjV99wXmFWDBjTTL4zbh58UM=,20170301,0,0,0,0,12,12,2839.981
y9KmEThTYOehUGsPOzF4IvGJfuuY4M9h0/s6SuyzOiw=,20170328,1,2,1,0,4,5,1384.984
liMuAvaBegaXKxiUwK95i75nR9wj7P1v8nfuthxUSkI=,20170316,4,1,0,0,6,3,1303.117
o6bHmDv2KcL/duRd7A+QeKw7+BmExbke+RQ/roudkDU=,20170315,0,0,0,1,5,6,1565.412
hfmsX3sC4gsHKSyZMG8e46s5HzqJNWPRgY5iQIT3CBI=,20170313,5,0,0,1,11,8,2829.929
jG1q/Oj+jBoIUC6YOYo9zuHweCJezdFQlkprzlayMmc=,20170330,0,0,0,1,79,7,20382.516
myXSf4Q8mRwIFFEpHiFZpJZ44P9iKg0CyKeGHnypAjg=,20170329,0,0,0,0,8,8,1773
0Z32uFmTntJ5xRrW0y1IRi19MRK3uHhnCq6Jskvs39s=,20170319,3,0,0,1,1,3,521.412
N89K6kFKRz6oHeMCPJrVqR9pef6Js+uvYh4SEGILFyA=,20170312,1,0,0,0,7,8,1739.953
blasBNKqDB0C5HSCcSdL2OOp1lcoLHKrNlaM2mkbxtU=,20170317,0,0,0,0,22,17,5582.048
a0szi7QkrNm084VNESkkLve9+pfU28hu3ryun2hsg7M=,20170304,1,0,0,0,7,8,1668.014
wmh8fqJdH09tCHaEay4VYmEhuS+u09rOtbRYEpgaXEg=,20170329,1,1,0,1,1,4,668.044
jWTgz/taVOzEDcAW0Tbthp7LuFUz3r6wlWgvyky5tM4=,20170318,2,1,0,0,5,7,1405.391
8h6LCUZ1vYuEpmUtZxgKlENz/xLK4t37YTiX/eqp098=,20170318,3,0,0,0,10,3,2657.511
8AJQ5O4ZhWYwi6QAuhSI9gmrcsHW0luLvT8jvlzpEbE=,20170318,0,0,0,0,5,5,1022.872
aoociBTcQpKGZjV3Cx4CnRjNSiu9yYnXrGZITVUAL8g=,20170301,1,1,0,0,6,7,1698.697
yF2Ve3HYIspm6sakJ+6pNoC2vIAGRyLydm/DflLchWI=,20170306,0,0,0,2,11,4,3978.437
npUmr9jFm8rK5xFSwEDSs6SGgI2bgx4BDtlDStkge/s=,20170313,0,0,0,0,6,5,1575.685
CJVoPm2BrLguaSbJ80RqDvNSIxVOui0DQxqQdZ0Tawc=,20170301,0,0,0,0,5,5,1187.913
5BAjRJs+NijKe1hAZAgkMu+FGVmZEC/mX6vthYkzlBQ=,20170326,0,0,0,0,7,7,1831.337
GwvN8tU5KUPVZkrr15MqBrOw5s1Kmy9F+aaK2XQmRk4=,20170327,1,1,1,0,3,4,850.442
6Ajx/+56zyTkyJfYlP+qII+POLmwehz2TQO6iYzsciw=,20170310,3,1,0,0,3,4,654.28
tGQcKi6Ic2qghmCh+gomnOB38vropEltndmMYgsxuP4=,20170323,3,0,1,0,4,6,1021.51
oFIrtCErXaHt91+6FvNuXTHiyrmYveeSojc3unsmtgI=,20170309,0,0,0,0,2,2,268.051
0SH8Qqxce/VYb+l/+fgl6KW0lEvHOcZUMp9LQK4CsYQ=,20170308,1,1,1,1,2,4,1093.954
jughK1v5tBi8qlzvn7ps3fpYGVOXUjW+gH0Mu65gnsc=,20170327,0,1,0,0,0,1,58.922
jO5CxFNKhHeKMZd6vianrRcsw8wLvhT3K1PQLLH+G8g=,20170323,0,0,0,0,5,5,1229.575
SiVQCuMISPj53tiYn1x8eM0KpzAA37FcdocvvkJG+lE=,20170319,3,0,0,0,0,3,95.504
My63I2o8DcUbhL0M+5RmreigjZLiAta4F0OpzespzGA=,20170320,0,0,0,0,8,6,1883.532
AmAZ/tOnsALe+TWHoJVPObURqYXZsD1se6bzWynhMyk=,20170303,1,1,0,0,0,2,95.89
srL40vLopEUO4A1vNQHgkc2p24fRg58XuzIg4xYkl4o=,20170325,0,0,0,0,3,3,818
P8pwK+EWt3rkGGkaM6Uj31osetitP6TXNQx8xRpiuwY=,20170305,0,0,0,0,2,2,523
QAEnkmZ4E5W84P27Z6ZNHdXJhrhrnKgRtQdDR5AnetA=,20170310,1,0,0,0,2,3,466.796
0V0swlgYhPLrIpbWeGsyfbzZZDKxIf+t5+aUQkIM5IE=,20170304,1,1,0,0,0,2,127.942
mnPqo/Jckea2riUUnC1Rv4ON/wuRXWyQHaafz/owkaU=,20170306,0,0,0,0,3,3,649.866
BE7evtGfJf2sZwJAEcFeNiJNcn/YwHrW4dSYM7ygZ2U=,20170318,0,0,1,0,1,2,427.232
VpGZ3cAbCCUDHWfZ2zcmSuXuvd+WaYrAih+d6Ozt+EE=,20170307,0,0,0,1,0,1,215.457
oxcbyHZwRXdXxUnfVVCuKxaUhEcYxpJlfuqzs9UoNcA=,20170314,0,0,0,0,1,1,246.988
mKmguMqR0y2iH3m/7JxUr1tHubJsxkVho07gHV7+SlE=,20170312,0,0,0,0,1,1,216
v7uzEAuyzPN/C7HnMCDYM2ZT6iGx1JhsWZWEC6anXgo=,20170323,1,0,0,0,1,2,206.097
rNRYL4JzverCPsw2AemzWPOYSwvNRfkz7ZHA8KykTb4=,20170328,0,0,1,0,6,2,1791.9
ZSlhoAnHGtCgNRK1Oif/kIvzymmRKq1OHmHd7SNCGMA=,20170330,0,0,0,0,1,1,304.13
HzyWFNcRxEqzl6TGHg3SJSsFXRrhFQ0I+CT/kj2u8/8=,20170327,2,1,0,0,0,2,128.72
kjSXxsGBsEuF/tESY+Q1QIEhrCKpM1qWVE6x9ynHMa0=,20170309,0,0,0,0,1,1,231
aV+5hWew8rYU/yhsfW0SH8K9yJIAuGTbbYK0UpJUvBU=,20170309,3,0,0,0,0,1,10.057
dX5shRIvcRe/Fs3yUUQ707GixlJOIlLQRdURrMoCG0g=,20170321,0,0,0,0,3,1,694.959
YUFJS4ryvTZt/Gy+iJpMA+zso6qGlCIP9i1JTE9SfIM=,20170318,2,3,1,2,183,190,46502.047
ZBBb1oPBj805iv1wbZAP6sQ5d/LBkO7jTm/efFZwZjY=,20170317,11,1,2,1,32,45,8148.621
PMy816PItXcSAo1Hkz+B8mcphR/Lwtt3X5UuAz63nD4=,20170326,25,3,4,1,42,72,11037.364
ObS4nP6L/JqA9khG0N3KDuSgnF6N+TqBMD7IneFvKcg=,20170322,6,1,1,0,14,18,2600.15
8as1+Z4hZLmq6Tv7kQd6dX7hD0Visdy7Dm++yN1Hsi4=,20170324,0,0,0,0,5,5,1189
FaU25OZa5oXtzPJkyeAb32wcjmoNM7/cOBFZAMcQogI=,20170321,19,1,0,1,30,36,7962.976
RxBhJeZ3ZXk8Ac78Fd6pMwWpZ2mhlxl+YrVaocznudw=,20170315,0,1,2,1,118,118,26859.914
bfCouMhE84p9K+utVc5wVc167qZJ9k6tyIEcAfjc+Ec=,20170315,15,0,0,0,33,48,8419.836
p6JBQaIarXrCDQZNaxWYODPTLPUD6qbj7ZBiDCFGCH0=,20170302,1,1,0,0,29,31,6627.033
akkvINfbttl+7ZhTEthNsxmFWhHS1WeVSoTYN/+i9KE=,20170326,8,2,0,3,57,56,14095.033
J5iqnCcyy4t42yYB09PIL46CXRX6J3LiRc2WO6aKV/E=,20170310,92,19,6,8,25,131,9642.132
ZRarvKabjcJ6WGp/OYAbYGUjEkvMUKjHuMrs44hot+g=,20170327,4,0,2,1,2,6,1053.653
Yz9L4A5Hjphd3WeXXs6hYt/o4tMSYdy9y8EBUgvN3O8=,20170314,166,7,4,6,66,214,20106.929
h3ofD1pmYRTO0NPe7Fcm7sxOJOg9AqP9xpiEkOGBZX4=,20170316,4,0,0,0,9,13,2456.836
